3,1,411.091,37.862,166.013,159.724,1,-1,-1,-1
4,1,405.897,38.355,166.897,160.305,1,-1,-1,-1
5,1,396.538,32.612,172.289,165.535,1,-1,-1,-1
6,1,384.860,27.811,177.350,170.667,1,-1,-1,-1
7,1,375.495,21.785,184.219,177.811,1,-1,-1,-1
8,1,369.482,18.310,186.260,180.365,1,-1,-1,-1
9,1,367.769,17.137,186.502,181.196,1,-1,-1,-1
10,1,364.249,12.134,189.303,184.762,1,-1,-1,-1
11,1,359.302,9.400,191.201,187.617,1,-1,-1,-1
12,1,352.826,6.830,192.842,190.386,1,-1,-1,-1
13,1,347.426,6.203,193.250,191.623,1,-1,-1,-1
14,1,349.367,17.323,183.064,180.787,1,-1,-1,-1
15,1,352.349,26.281,175.253,171.803,1,-1,-1,-1
16,1,353.200,31.668,171.264,166.238,1,-1,-1,-1
17,1,355.402,38.193,165.053,157.473,1,-1,-1,-1
18,1,355.570,39.932,166.096,156.077,1,-1,-1,-1
19,1,354.505,45.858,165.033,151.829,1,-1,-1,-1
20,1,354.272,47.440,167.530,151.794,1,-1,-1,-1
21,1,361.849,48.185,166.378,150.522,1,-1,-1,-1
22,1,349.334,43.479,173.752,154.777,1,-1,-1,-1
22,3,605.060,15.873,45.831,48.595,1,-1,-1,-1
23,1,341.541,40.630,179.137,156.969,1,-1,-1,-1
23,3,604.002,13.414,47.666,50.719,1,-1,-1,-1
24,1,333.459,30.662,189.858,164.630,1,-1,-1,-1
24,3,604.185,11.489,48.136,51.506,1,-1,-1,-1
25,1,328.165,25.374,196.554,168.769,1,-1,-1,-1
25,3,607.543,10.077,46.032,49.514,1,-1,-1,-1
26,1,320.391,12.937,210.787,180.898,1,-1,-1,-1
26,3,608.059,5.545,47.236,51.169,1,-1,-1,-1
27,1,316.931,7.038,217.417,186.660,1,-1,-1,-1
27,3,608.335,3.984,47.418,51.737,1,-1,-1,-1
28,1,313.757,1.554,222.659,191.419,1,-1,-1,-1
28,3,608.391,2.099,48.205,52.595,1,-1,-1,-1
29,1,311.648,-0.499,225.190,193.543,1,-1,-1,-1
29,3,608.447,0.214,48.991,53.453,1,-1,-1,-1
30,1,310.582,-1.191,225.954,193.964,1,-1,-1,-1
30,3,608.503,-1.671,49.777,54.311,1,-1,-1,-1
31,1,309.842,-1.352,226.841,194.676,1,-1,-1,-1
31,3,608.559,-3.555,50.563,55.169,1,-1,-1,-1
32,1,309.301,-1.321,226.827,194.387,1,-1,-1,-1
32,3,608.615,-5.440,51.350,56.027,1,-1,-1,-1
33,1,309.033,-1.218,226.858,194.153,1,-1,-1,-1
33,3,608.671,-7.325,52.136,56.885,1,-1,-1,-1
34,1,307.386,-1.099,226.336,192.792,1,-1,-1,-1
34,3,608.727,-9.209,52.922,57.743,1,-1,-1,-1
