1,1,528.415,148.962,101.746,61.250,1,-1,-1,-1
2,1,521.181,152.419,99.847,58.357,1,-1,-1,-1
2,2,245.502,207.284,121.642,83.631,1,-1,-1,-1
3,1,519.220,152.443,99.888,57.076,1,-1,-1,-1
3,2,243.085,206.219,122.314,86.078,1,-1,-1,-1
4,1,513.499,152.451,96.598,56.217,1,-1,-1,-1
5,1,511.654,151.856,97.894,57.836,1,-1,-1,-1
5,2,234.380,208.889,124.841,89.857,1,-1,-1,-1
6,1,506.755,151.156,101.132,59.286,1,-1,-1,-1
7,1,501.478,150.639,104.619,60.956,1,-1,-1,-1
8,1,499.930,151.799,102.994,59.450,1,-1,-1,-1
9,1,499.603,151.777,103.067,59.300,1,-1,-1,-1
9,2,224.317,211.846,121.886,94.302,1,-1,-1,-1
10,1,496.634,152.655,97.734,57.080,1,-1,-1,-1
10,2,221.141,211.642,120.600,94.952,1,-1,-1,-1
11,1,490.554,156.242,98.143,56.311,1,-1,-1,-1
12,1,487.221,156.592,99.758,57.472,1,-1,-1,-1
13,1,485.750,156.621,100.458,57.806,1,-1,-1,-1
14,1,484.484,156.783,100.648,57.533,1,-1,-1,-1
15,1,483.300,155.025,100.442,58.240,1,-1,-1,-1
16,1,481.367,153.916,98.557,57.796,1,-1,-1,-1
17,1,482.009,150.043,102.475,59.723,1,-1,-1,-1
17,3,209.795,212.500,116.391,86.867,1,-1,-1,-1
18,1,478.043,150.328,100.322,59.192,1,-1,-1,-1
18,3,208.533,218.205,114.223,81.613,1,-1,-1,-1
19,1,475.416,150.169,99.545,58.676,1,-1,-1,-1
19,3,205.181,207.243,117.294,87.355,1,-1,-1,-1
20,1,473.488,150.080,99.540,59.152,1,-1,-1,-1
20,3,198.031,203.525,120.844,91.071,1,-1,-1,-1
21,1,472.292,149.288,99.715,59.340,1,-1,-1,-1
21,3,195.344,201.298,121.895,93.312,1,-1,-1,-1
22,1,472.524,149.375,100.116,58.864,1,-1,-1,-1
